"id","basket_value","recency_days","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","low_value_basket","medium_value_basket","high_value_basket","Cluster","cluster1","cluster2","cluster3","cluster4","cluster5"
4810,4.1,72,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
4812,5.1,55,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
4813,2.2,74,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
4814,1.7,53,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
4816,4.3,43,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
4817,1.6,59,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",2,no,"yes",no,no,no
4820,1.7,67,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
4821,4.2,33,"no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
4822,1.5,54,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
4823,1.7,64,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
4826,6.6,5,"no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
4827,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4828,5.1,71,"no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",4,no,no,no,"yes",no
4829,3.9,30,"yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
4830,3.9,48,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
4832,2.1,72,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
4833,12.3,72,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
4834,7.4,72,"no","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
4836,5.7,72,"no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no",4,no,no,no,"yes",no
4837,10.2,72,"no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
4838,1.5,75,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
4839,5.2,72,"no","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no",4,no,no,no,"yes",no
4840,2.1,61,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
4841,7.6,17,"no","no","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","yes",1,"yes",no,no,no,no
4842,11.1,11,"no","no","no","yes","yes","yes","yes","yes","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
4843,8.5,26,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
4846,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4847,6.2,11,"no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
4848,10.6,1,"no","no","yes","yes","no","no","no","yes","yes","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
4849,9.7,11,"no","no","yes","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
4850,1.1,2,"yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4851,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4852,4.1,72,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
4853,7.1,26,"no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
4854,4.9,37,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
4855,3.4,27,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
4856,2.7,60,"no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
4857,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4860,4.1,30,"yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
4863,3.4,39,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
4865,1.5,61,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
4866,3,48,"no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
4867,3.9,46,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
4868,6.2,3,"no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
4869,7.1,12,"no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
4872,2.6,52,"no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
4873,2.2,71,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
4874,3.9,30,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
4875,8.8,21,"yes","no","no","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
4876,6.3,72,"no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
4878,6.6,26,"no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
4879,2.1,70,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
4880,3.1,29,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
4881,3.2,37,"yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
4882,3.1,42,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
4885,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4887,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4888,2.6,74,"no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
4890,1.5,73,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
4891,4.3,27,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
4892,9.7,9,"no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
4893,2.7,75,"no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
4894,3.6,39,"no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
4896,1.6,71,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",4,no,no,no,"yes",no
4897,2.5,67,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
4898,3.2,46,"no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
4899,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4900,1.5,71,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
4901,3.4,46,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
4902,1.7,58,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
4903,5.8,72,"no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no",4,no,no,no,"yes",no
4904,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4906,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4908,6.6,22,"no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
4909,1.7,67,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
4911,3.8,38,"no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
4913,2.9,32,"no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
4915,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4916,2.6,52,"no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
4917,3.5,33,"no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
4920,4.9,41,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
4921,6.5,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
4922,6.7,1,"no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
4923,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4924,10.5,72,"no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
4925,8.8,11,"no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
4929,5.1,61,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
4930,7.2,9,"no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
4931,1.1,2,"yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4932,1.7,76,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
4934,4.6,41,"no","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
4935,1.1,2,"yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4936,10.2,20,"no","no","no","no","yes","no","yes","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
4937,6.6,17,"no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
4939,7.1,10,"yes","no","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
4940,8.3,72,"no","no","yes","yes","no","no","no","no","no","no","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
4941,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4943,5.1,75,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
4944,5.6,74,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
4945,9.1,12,"no","no","no","yes","no","no","yes","yes","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
4948,3.4,26,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
4949,6.2,21,"no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
4950,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4951,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4952,1.7,56,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
4953,1.7,68,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
4955,2.2,62,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
4956,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4957,3.9,37,"yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
4958,2.7,70,"yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no",4,no,no,no,"yes",no
4959,9.9,72,"no","no","yes","no","no","no","yes","yes","no","no","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
4960,6.5,19,"no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
4961,1.7,70,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
4962,1.3,8,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4963,8.8,16,"no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
4964,8.8,9,"no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
4965,3.1,34,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
4968,7,72,"no","no","no","yes","no","no","no","no","no","yes","yes","no","no","no","no","yes",4,no,no,no,"yes",no
4969,4.1,72,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
4970,3.5,38,"no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
4973,7.1,2,"no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
4974,2.7,63,"yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no",4,no,no,no,"yes",no
4976,7.8,25,"no","no","yes","yes","yes","no","no","yes","no","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
4977,2.2,74,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
4979,3.4,27,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
4980,8.4,14,"no","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
4981,1.7,71,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
4982,4.5,40,"no","no","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no",3,no,no,"yes",no,no
4984,6.2,21,"no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
4985,1.7,73,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
4986,1.7,70,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
4987,1.7,66,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
4988,1.5,54,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
4990,3,32,"no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
4991,13.9,72,"no","no","yes","no","yes","no","no","yes","yes","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
4992,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4993,3.7,44,"no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
4994,9.3,21,"yes","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
4996,8.7,22,"no","yes","no","yes","yes","no","yes","no","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
4997,1.3,8,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
4999,4.1,72,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
5002,9.1,12,"no","no","yes","yes","no","no","no","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5003,2.8,27,"no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no",1,"yes",no,no,no,no
5004,5.8,57,"no","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5005,2.9,48,"no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no",2,no,"yes",no,no,no
5006,4.3,49,"no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5007,3.4,28,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
5009,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5011,8.8,22,"no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
5012,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5013,4.3,45,"no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
5016,7.3,1,"no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5019,1.3,8,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5020,3,29,"no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
5021,5.1,66,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
5022,1.7,69,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
5023,2.1,73,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
5024,3.2,31,"yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5025,10.8,14,"no","no","yes","no","no","yes","no","no","yes","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
5026,1.3,8,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5028,3.5,32,"no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5029,6,2,"no","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
5030,1.7,59,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
5031,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5034,4.7,40,"no","no","yes","yes","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5037,3.9,51,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
5040,8.6,72,"no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
5042,6.3,14,"no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
5043,2.2,56,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
5045,5,48,"no","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","yes","no",2,no,"yes",no,no,no
5046,1.7,64,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
5048,2.6,64,"no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
5049,17,26,"yes","yes","yes","yes","no","no","no","yes","no","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
5050,3.4,28,"no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
5051,6.1,6,"no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5052,3,29,"no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
5054,5.3,71,"no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
5055,1.7,65,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
5056,5.5,72,"no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
5057,5.2,70,"no","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",4,no,no,no,"yes",no
5058,8.8,72,"yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
5060,1.5,53,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
5061,2.8,51,"no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no",2,no,"yes",no,no,no
5062,3.1,31,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5063,16.8,72,"no","no","yes","no","no","no","no","yes","yes","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
5064,1.7,70,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
5065,1.7,56,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
5066,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5067,11.1,14,"no","yes","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
5068,6.4,25,"no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
5069,2.9,32,"no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
5070,3.9,50,"yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5071,3.4,41,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5072,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5073,8,72,"no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
5074,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5078,8.3,18,"no","yes","yes","yes","yes","no","no","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
5079,4.9,45,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5081,3.3,41,"no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5082,3.1,31,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5083,4.9,27,"no","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no",1,"yes",no,no,no,no
5087,1.7,63,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
5088,2.6,53,"no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5089,3.1,31,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5090,8,12,"no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5092,2.7,54,"yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no",2,no,"yes",no,no,no
5093,1.6,72,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",4,no,no,no,"yes",no
5095,2.2,64,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
5096,3.9,39,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
5098,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5099,3.9,35,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
5100,1.7,55,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
5101,6.1,10,"no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5103,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5105,3.1,36,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5106,5.1,73,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
5107,15.3,72,"no","no","no","yes","no","no","no","yes","no","yes","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
5108,1.7,68,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
5109,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5111,8.6,23,"no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
5112,1.7,56,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
5114,6.5,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5115,3.6,44,"yes","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5116,2.2,58,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
5119,3.5,30,"no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5120,8,12,"no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5122,1.5,54,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
5123,1.3,8,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5124,10.4,12,"no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5127,1.7,68,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
5128,10.2,23,"yes","yes","yes","yes","no","no","yes","yes","no","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
5129,3.1,29,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5130,3.3,49,"no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5131,6.9,10,"no","yes","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
