"id","basket_value","recency_days","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","low_value_basket","medium_value_basket","high_value_basket"
5806,8.2,71,no,no,"yes","yes",no,no,no,no,no,"yes","yes",no,no,no,no,"yes"
5807,6.5,12,no,no,no,"yes","yes",no,"yes",no,no,"yes",no,no,no,no,no,"yes"
5808,3.5,39,no,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
5809,2.9,49,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
5810,11,6,no,"yes","yes","yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes"
5811,7.1,71,no,no,no,"yes",no,no,no,no,no,no,"yes","yes",no,no,no,"yes"
5812,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
5813,1.7,57,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
5814,5.1,75,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
5815,3.7,33,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no
5816,7.2,25,"yes",no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
5817,3,42,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
5818,2.9,48,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
5820,1.7,69,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
5821,1.7,54,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
5822,4.4,43,no,no,no,"yes",no,no,no,"yes",no,"yes",no,no,no,no,"yes",no
5824,10.1,14,no,"yes",no,no,no,no,"yes",no,"yes",no,no,"yes",no,no,no,"yes"
5825,8,9,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,"yes"
5826,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
5827,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
5829,9.4,15,"yes",no,no,no,no,no,no,"yes",no,no,no,"yes",no,no,no,"yes"
5830,5,34,no,"yes",no,no,no,no,"yes","yes",no,no,no,no,no,no,"yes",no
5831,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
5832,5.5,64,no,"yes","yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
5833,3.6,36,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
5834,6,18,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,"yes"
5835,2.8,43,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
5838,4.6,37,no,no,no,no,no,no,"yes","yes",no,no,no,"yes",no,no,"yes",no
5842,5.2,71,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
5843,8.2,9,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes"
5844,3.1,41,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
5845,2.2,73,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
5847,7.2,23,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,no,"yes"
5848,3.1,49,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
5849,5.3,71,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
5850,1.5,67,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
5852,1.7,59,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
5854,7,71,no,no,no,"yes",no,no,no,no,no,"yes","yes",no,no,no,no,"yes"
5855,5.3,67,no,no,no,no,"yes",no,"yes",no,no,no,no,"yes",no,no,"yes",no
5857,17.3,71,no,no,no,"yes","yes",no,no,no,"yes",no,"yes","yes",no,no,no,"yes"
5858,8.6,24,no,no,no,no,"yes",no,no,"yes","yes",no,no,no,no,no,no,"yes"
5859,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
5860,11.1,19,no,"yes","yes","yes",no,no,no,no,"yes","yes",no,no,no,no,no,"yes"
5863,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
5864,13,20,no,"yes","yes",no,no,no,"yes","yes",no,no,no,"yes",no,no,no,"yes"
5866,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
5867,3.1,27,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
5868,2.5,63,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
5869,1.7,71,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
5870,1.3,8,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
5871,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
5873,3.1,50,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
5874,6.3,2,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
5875,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
5876,2.1,70,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
5878,1.3,8,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
5879,4.7,50,no,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,"yes",no
5880,3.8,43,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
5881,2.2,64,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
5882,5.8,71,no,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,"yes",no
5885,9.7,26,no,no,no,no,no,no,no,"yes","yes","yes",no,"yes",no,no,no,"yes"
5886,1.3,8,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
5887,5.3,71,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
5888,4.1,43,no,no,"yes","yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
5889,5.1,61,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
5891,4.9,34,no,"yes",no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
5892,3.9,32,"yes",no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
5893,3.1,35,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
5895,3.1,44,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
5896,1.3,8,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
5897,3.4,34,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
5898,4.9,43,no,"yes",no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
5899,3.1,38,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
5900,16.5,26,no,"yes","yes",no,no,no,no,"yes","yes",no,no,"yes",no,no,no,"yes"
5902,7.5,71,no,"yes",no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes"
5903,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
5904,1.3,8,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
5905,13,21,no,"yes",no,"yes",no,no,"yes","yes",no,"yes",no,no,no,no,no,"yes"
5908,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
5909,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
5910,6.7,71,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no,no,no,no,"yes"
5911,2.8,34,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
5912,4.6,47,"yes",no,no,"yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
5913,8.4,13,no,no,no,"yes","yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
5914,8.6,18,no,no,no,no,"yes",no,no,"yes","yes",no,no,no,no,no,no,"yes"
5916,2.8,50,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
5917,9,71,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no,no,no,"yes"
5918,8.9,71,no,no,no,no,no,"yes",no,no,no,no,"yes","yes",no,no,no,"yes"
5919,14.4,71,no,no,no,no,"yes",no,no,"yes","yes",no,"yes","yes",no,no,no,"yes"
5921,4.4,45,no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
5922,7.4,6,no,no,"yes","yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes"
5923,1.3,8,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
5924,6.1,9,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
5925,4.9,39,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
5926,1.7,57,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
5927,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
5929,1.7,66,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
5930,3.1,31,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
5931,8,13,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no,no,"yes"
5932,1.3,8,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
5934,1.7,67,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
5935,12.2,71,no,no,"yes",no,"yes",no,"yes",no,no,"yes","yes","yes",no,no,no,"yes"
5936,1.7,74,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
5938,6.7,21,no,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes"
5939,8.7,11,no,"yes","yes",no,"yes",no,no,"yes",no,no,no,"yes",no,no,no,"yes"
5940,8,12,no,no,"yes","yes","yes",no,no,no,no,"yes",no,"yes",no,no,no,"yes"
5941,1.7,64,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
5942,1.6,64,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
5943,3.6,46,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
5946,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
5947,1.7,62,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
5948,3.6,43,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
5949,2.5,75,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no
5951,5.1,60,no,"yes",no,"yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
5952,5.9,24,"yes","yes","yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
5953,11.4,9,no,no,"yes",no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
5954,10.6,71,no,"yes",no,"yes",no,"yes",no,no,no,no,"yes",no,no,no,no,"yes"
5956,5.8,72,no,"yes",no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
5957,3.4,39,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
5958,10.4,71,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,no,"yes"
5960,5.1,66,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
5961,2.2,55,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
5962,3.4,45,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
5964,1.7,51,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
5966,6.1,16,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
5967,11.4,21,no,no,"yes","yes","yes",no,no,no,no,"yes",no,no,no,no,no,"yes"
5968,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
5969,8.3,2,no,no,"yes",no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
5970,6.4,16,no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes"
5971,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
5972,1.3,8,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
5974,5.1,55,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
5975,1.3,8,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
5976,8.6,10,no,"yes","yes",no,"yes","yes",no,no,no,no,no,no,no,no,no,"yes"
5978,2.6,54,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes",no
5979,7.9,10,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,"yes"
5980,3.9,38,"yes",no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
5981,2.2,69,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
5982,4.4,46,"yes","yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
5983,6.1,10,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
5984,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
5985,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
5986,5.8,71,no,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,"yes",no
5987,2.5,57,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
5988,2.1,55,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
5989,3.3,33,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no,"yes",no
5990,1.7,76,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
5991,1.7,74,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
5992,3.1,29,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
5993,3.6,31,no,no,no,no,"yes",no,"yes",no,no,no,no,no,no,no,"yes",no
5995,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
5997,6.4,15,no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes"
5998,5.1,72,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6001,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6004,2.2,55,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6005,8,11,no,"yes","yes",no,no,"yes",no,no,no,"yes",no,no,no,no,no,"yes"
6006,1.5,65,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
6007,3.3,51,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
6008,2.7,51,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
6009,5.1,68,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6011,1.1,2,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6012,3.8,30,"yes",no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
6013,3.1,32,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6015,5,39,no,"yes","yes",no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
6016,4.8,35,"yes",no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
6017,7.7,5,no,no,no,"yes",no,no,no,"yes","yes",no,no,no,no,no,no,"yes"
6018,5.1,68,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6019,11.9,71,no,no,"yes",no,no,no,no,no,"yes",no,"yes","yes",no,no,no,"yes"
6020,1.5,72,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
6021,5.8,71,no,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,"yes",no
6024,8.8,9,no,no,no,no,"yes",no,no,no,"yes",no,no,"yes",no,no,no,"yes"
6025,7.1,2,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
6026,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6027,2.9,32,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
6028,2.2,73,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6029,1.7,63,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6030,3.9,50,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
6031,2.2,54,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6033,2.2,58,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6034,1.5,76,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
6035,1.7,55,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6036,4.7,40,no,no,"yes","yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
6037,2.5,56,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
6038,14.4,71,"yes",no,"yes",no,no,no,"yes",no,"yes",no,"yes","yes",no,no,no,"yes"
6039,5.1,71,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6040,2.2,64,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6044,6.3,22,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
6045,3.1,26,no,no,no,no,no,no,no,"yes",no,"yes",no,no,no,no,"yes",no
6046,2.2,75,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6047,5.2,71,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6048,1.1,2,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6049,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
6050,9.3,7,no,no,"yes","yes","yes",no,"yes","yes",no,no,no,"yes",no,no,no,"yes"
6051,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6052,2.8,27,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes",no
6054,1.5,69,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
6055,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6057,2.1,64,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6058,5.3,64,no,no,no,no,"yes","yes",no,no,no,no,no,no,no,no,"yes",no
6061,2.2,52,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6062,2.9,45,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
6063,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6064,1.7,69,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6066,3.9,37,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
6067,4.9,39,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
6068,1.3,8,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6069,1.7,63,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6070,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6071,4.4,33,no,no,no,"yes",no,no,no,"yes",no,"yes",no,no,no,no,"yes",no
6072,1.3,8,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6073,3.1,41,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6076,5.8,71,no,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,"yes",no
6078,3.3,42,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
6079,1.5,66,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
6080,1.5,74,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
6081,5.1,52,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6082,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6083,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6084,2.6,71,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
6085,5.1,71,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6086,1.7,57,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6087,2.1,68,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6088,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
6089,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6091,5.3,71,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6092,5.8,71,no,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,"yes",no
6093,5.6,65,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
6094,1.7,63,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6095,2.8,35,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes",no
6096,1.7,68,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6097,2.9,46,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
6098,1.7,71,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6099,4.9,35,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
6100,4,30,no,no,"yes","yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
6101,1.7,66,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6103,3.7,40,no,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
6104,4.8,36,no,no,"yes",no,"yes",no,"yes",no,no,no,no,no,no,no,"yes",no
6105,6.2,3,"yes",no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes"
6106,5.1,59,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6107,2.5,53,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
6108,1.7,61,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6110,8.4,71,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,no,"yes"
6111,11.5,71,no,no,"yes",no,no,no,no,"yes",no,"yes","yes",no,no,no,no,"yes"
6112,1.6,60,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
6113,1.5,66,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
6114,1.7,67,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6115,6.3,9,no,no,no,no,no,no,"yes",no,"yes",no,no,no,no,no,no,"yes"
6117,2.1,57,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6118,8.3,9,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no,no,"yes"
6119,1.7,67,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6120,6.1,14,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
6121,9.1,25,"yes",no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,"yes"
6122,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6123,9,15,no,no,"yes",no,no,no,"yes",no,no,"yes",no,"yes",no,no,no,"yes"
6124,1.7,53,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6126,8.2,16,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,no,"yes"
6127,3.1,44,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6128,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
6129,1.7,63,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6132,3.9,29,"yes",no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes",no
6133,5.1,57,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6134,1.5,73,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
6135,1.3,8,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6137,11.2,3,"yes","yes",no,no,no,no,"yes",no,"yes",no,no,"yes",no,no,no,"yes"
6138,2.1,53,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6139,2.9,36,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
6141,4.9,51,"yes","yes",no,no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
6145,2.7,64,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,"yes",no
6146,2.2,66,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6150,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6151,3,36,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
6153,14.6,71,no,"yes",no,"yes","yes",no,no,no,"yes",no,"yes",no,no,no,no,"yes"
6155,4.8,43,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no,"yes",no
6157,5.1,63,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6158,3.3,36,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
6159,7,2,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
6160,5.3,53,no,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
6161,2.5,76,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
6162,9.2,4,"yes",no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,"yes"
6163,5.8,71,no,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,"yes",no
6164,2.6,73,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
6166,6.8,8,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes"
6167,4.7,45,"yes","yes",no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
6168,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6170,12.1,71,no,no,"yes",no,"yes","yes",no,"yes",no,no,"yes",no,no,no,no,"yes"
6171,1.7,69,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6172,5.3,71,no,"yes",no,no,no,no,no,"yes",no,no,no,"yes",no,no,"yes",no
6173,6.7,6,no,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes"
6174,4.9,41,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
6176,3.5,43,no,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
6178,17.9,26,no,"yes",no,"yes",no,no,"yes","yes","yes","yes",no,no,no,no,no,"yes"
6179,3.3,27,"yes",no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
6181,1.7,55,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6182,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6184,3.1,50,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6185,1.7,55,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6188,7.1,3,"yes",no,no,no,no,"yes","yes","yes",no,no,no,no,no,no,no,"yes"
6189,1.5,53,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
